ReactionG_PD_Edges,ReactionG_PD_Vertices,ReactionG_PD_OutDegreeMIN,ReactionG_PD_OutDegreeMAX,ReactionG_PD_OutDegreeMEAN,ReactionG_PD_InDegreeMIN,ReactionG_PD_InDegreeMAX,ReactionG_PD_InDegreeMEAN,ReactionG_PD_TotalDegreeMIN,ReactionG_PD_TotalDegreeMAX,ReactionG_PD_TotalDegreeMEAN,ReactionG_PD_WeakComponents,ReactionG_PUD_UNDIRECTEDArticulationPoints,ReactionG_PUD_UNDIRECTEDBiconnectedComponents,ReactionG_PD_Density,ReactionG_PD_Reciprocity,SpeciesG_PD_Edges,SpeciesG_PD_Vertices,SpeciesG_PD_OutDegreeMIN,SpeciesG_PD_OutDegreeMAX,SpeciesG_PD_OutDegreeMEAN,SpeciesG_PD_InDegreeMIN,SpeciesG_PD_InDegreeMAX,SpeciesG_PD_InDegreeMEAN,SpeciesG_PD_TotalDegreeMIN,SpeciesG_PD_TotalDegreeMAX,SpeciesG_PD_TotalDegreeMEAN,SpeciesG_PD_WeakComponents,SpeciesG_PUD_UNDIRECTEDArticulationPoints,SpeciesG_PUD_UNDIRECTEDBiconnectedComponents,SpeciesG_PD_Density,SpeciesG_PD_Reciprocity,NG_Species_X_Reactions,NG_UpdatesMIN,NG_UpdatesMEAN,NG_UpdatesMAX,NG_UpdatesSUM,NG_StoichiometricUpdatesMIN,NG_StoichiometricUpdatesMEAN,NG_StoichiometricUpdatesMAX,NG_StoichiometricUpdatesSUM,ModelChecker
35,8,1,6,4.375,3,6,4.375,3,10,7.125,1,0,0,0.546875,0.714285714,16,9,0,3,1.777777778,0,4,1.777777778,2,5,3.555555556,1,0,0,0.197530864,0.125,72,2,2.875,4,23,2,2.875,4,23,PLASMA
36,10,2,4,3.6,1,5,3.6,3,8,6.2,2,0,0,0.36,0.777777778,10,8,0,3,1.25,0,3,1.25,1,5,2.5,2,1,0,0.15625,0.4,80,2,2,2,20,2,2,2,20,PLASMA
28,10,2,3,2.8,2,4,2.8,3,6,4.6,3,0,0,0.28,0.857142857,10,8,1,2,1.25,1,2,1.25,2,4,2.5,3,0,0,0.15625,1,80,2,2,2,20,2,2,2,20,PLASMA
21,8,2,4,2.625,2,4,2.625,3,6,3.875,1,0,0,0.328125,0.619047619,13,12,0,2,1.083333333,0,2,1.083333333,1,4,2.166666667,1,2,0,0.090277778,0,96,2,2.625,3,21,2,2.625,3,21,PLASMA
16,9,1,3,1.777777778,1,3,1.777777778,2,4,2.555555556,4,0,0,0.197530864,0.6875,9,12,0,2,0.75,0,2,0.75,1,3,1.5,4,1,0,0.0625,0,108,2,2,2,18,2,2,2,18,MC2
28,10,1,4,2.8,1,5,2.8,2,8,4.6,3,0,0,0.28,0.785714286,10,9,0,2,1.111111111,0,3,1.111111111,1,5,2.222222222,3,1,0,0.12345679,0.4,90,2,2,2,20,2,2,2,20,PLASMA
26,8,1,5,3.25,1,7,3.25,1,9,5.25,2,1,0,0.40625,0.692307692,13,11,0,3,1.181818182,0,2,1.181818182,1,5,2.363636364,2,3,0,0.107438017,0.153846154,88,2,2.625,4,21,2,2.625,4,21,PLASMA
44,9,2,8,4.888888889,4,6,4.888888889,5,12,8.222222222,1,0,0,0.543209877,0.681818182,14,8,0,5,1.75,1,3,1.75,1,6,2.875,1,4,0,0.21875,0.5,72,2,2.555555556,3,23,2,2.555555556,3,23,PLASMA
17,8,1,3,2.125,1,4,2.125,1,5,3.125,2,0,0,0.265625,0.529411765,11,11,0,2,1,0,2,1,1,3,2,2,1,0,0.090909091,0,88,2,2.375,3,19,2,2.375,3,19,PLASMA
24,6,3,5,4,2,6,4,4,8,6.5,1,0,0,0.666666667,0.625,11,8,0,3,1.375,0,4,1.375,1,7,2.75,1,2,0,0.171875,0.181818182,48,2,2.833333333,3,17,2,2.833333333,3,17,PLASMA
31,11,1,4,2.818181818,2,4,2.818181818,2,6,4.636363636,1,1,0,0.256198347,0.548387097,11,9,0,2,1.222222222,1,2,1.222222222,1,4,2.444444444,1,2,0,0.135802469,0,99,2,2,2,22,2,2,2,22,PLASMA
27,10,2,4,2.7,1,4,2.7,3,6,4.4,3,0,0,0.27,0.740740741,10,9,0,3,1.111111111,0,3,1.111111111,1,4,2.222222222,3,1,0,0.12345679,0,90,2,2,2,20,2,2,2,20,MC2
22,10,1,5,2.2,1,6,2.2,2,9,3.3,3,1,0,0.22,0.681818182,11,10,0,2,1.1,0,5,1.1,1,5,2.2,1,5,0,0.11,0,100,2,2.1,3,21,2,2.1,3,21,PLASMA
22,10,1,5,2.2,1,6,2.2,2,9,3.3,3,1,0,0.22,0.681818182,11,10,0,2,1.1,0,5,1.1,1,5,2.2,1,5,0,0.11,0,100,2,2.1,3,21,2,2.1,3,21,PLASMA
31,10,1,6,3.1,1,7,3.1,2,11,5,1,3,0,0.31,0.709677419,13,13,0,3,1,0,3,1,1,5,2,1,5,0,0.076923077,0.153846154,130,2,2.3,3,23,2,2.3,3,23,PLASMA
18,10,1,3,1.8,1,3,1.8,2,4,2.6,4,0,0,0.18,0.666666667,10,13,0,2,0.769230769,0,2,0.769230769,1,3,1.538461538,4,1,0,0.059171598,0,130,2,2,2,20,2,2,2,20,PLASMA
25,9,2,4,2.777777778,2,5,2.777777778,3,7,4.222222222,1,4,0,0.308641975,0.72,15,12,0,2,1.25,0,3,1.25,1,4,2.5,1,3,0,0.104166667,0.133333333,108,2,2.666666667,3,24,2,2.666666667,3,24,PLASMA
24,10,1,3,2.4,1,3,2.4,2,5,3.8,1,2,0,0.24,0.583333333,10,10,0,2,1,0,2,1,1,3,2,1,6,0,0.1,0,100,2,2,2,20,2,2,2,20,PLASMA
53,9,4,8,5.888888889,2,8,5.888888889,5,14,10,1,0,0,0.654320988,0.830188679,20,11,0,5,1.818181818,0,4,1.818181818,2,7,3.636363636,1,0,0,0.165289256,0.5,99,3,3.111111111,4,28,3,3.111111111,4,28,PLASMA
60,12,4,6,5,2,8,5,5,13,9,1,0,0,0.416666667,0.6,12,6,1,3,2,1,5,2,2,8,4,1,0,0,0.333333333,0.166666667,72,2,2,2,24,2,2,2,24,PLASMA
38,10,2,5,3.8,1,5,3.8,4,9,6.6,2,0,0,0.38,0.789473684,10,8,0,3,1.25,0,2,1.25,1,5,2.5,2,2,0,0.15625,0.4,80,2,2,2,20,2,2,2,20,PLASMA
40,10,2,5,4,2,8,4,3,11,6.6,1,0,0,0.4,0.6,18,11,1,2,1.636363636,1,2,1.636363636,2,4,3.272727273,1,0,0,0.148760331,0.222222222,110,2,2.8,3,28,2,2.8,3,28,PLASMA
34,11,1,5,3.090909091,1,6,3.090909091,2,10,5.181818182,3,0,0,0.280991736,0.676470588,11,11,0,3,1,0,3,1,1,6,2,3,1,0,0.090909091,0.363636364,121,2,2,2,22,2,2,2,22,PLASMA
54,9,4,8,6,2,9,6,6,15,10.22222222,1,0,0,0.666666667,0.777777778,21,11,0,5,1.909090909,0,4,1.909090909,2,7,3.818181818,1,0,0,0.173553719,0.285714286,99,3,3.222222222,4,29,3,3.222222222,4,29,PLASMA
26,11,1,4,2.363636364,1,4,2.363636364,2,6,3.727272727,3,2,0,0.214876033,0.653846154,11,12,0,2,0.916666667,0,3,0.916666667,1,4,1.833333333,3,2,0,0.076388889,0,132,2,2,2,22,2,2,2,22,MC2
9,9,1,1,1,1,1,1,1,1,1,9,0,0,0.111111111,1,9,18,0,1,0.5,0,1,0.5,1,1,1,9,0,0,0.027777778,0,162,2,2,2,18,2,2,2,18,MC2
32,11,2,4,2.909090909,2,4,2.909090909,3,6,4.636363636,1,0,0,0.26446281,0.59375,18,12,0,4,1.5,0,4,1.5,1,4,3,1,1,0,0.125,0,132,2,2.454545455,4,27,2,2.454545455,4,27,PLASMA
32,11,2,4,2.909090909,2,4,2.909090909,3,6,4.636363636,1,0,0,0.26446281,0.59375,18,12,0,4,1.5,0,4,1.5,1,4,3,1,1,0,0.125,0,132,2,2.454545455,4,27,2,2.454545455,4,27,PLASMA
34,11,1,6,3.090909091,1,6,3.090909091,2,10,5,1,2,0,0.280991736,0.558823529,16,12,0,3,1.333333333,0,3,1.333333333,1,5,2.666666667,1,5,0,0.111111111,0,132,2,2.363636364,4,26,2,2.363636364,4,26,PLASMA
37,11,1,6,3.363636364,1,7,3.363636364,1,11,5.454545455,2,4,0,0.305785124,0.864864865,20,12,0,4,1.666666667,0,8,1.666666667,1,8,3.333333333,1,3,0,0.138888889,0.2,132,2,2.545454545,4,28,2,2.545454545,4,28,PLASMA
49,11,1,7,4.454545455,2,8,4.454545455,2,13,7.727272727,1,1,0,0.404958678,0.795918367,17,11,0,5,1.545454545,1,3,1.545454545,1,6,3.090909091,1,2,0,0.140495868,0.235294118,121,2,2.545454545,3,28,2,2.545454545,3,28,PLASMA
30,12,1,4,2.5,1,4,2.5,2,6,4,4,0,0,0.208333333,0.733333333,12,12,0,3,1,0,3,1,1,4,2,4,1,0,0.083333333,0,144,2,2,2,24,2,2,2,24,PLASMA
30,12,1,4,2.5,1,4,2.5,2,6,4,4,0,0,0.208333333,0.733333333,12,12,0,3,1,0,3,1,1,4,2,4,1,0,0.083333333,0,144,2,2,2,24,2,2,2,24,PLASMA
23,11,1,4,2.090909091,1,4,2.090909091,2,5,3.181818182,4,0,0,0.190082645,0.652173913,11,13,0,2,0.846153846,0,2,0.846153846,1,4,1.692307692,4,1,0,0.065088757,0,143,2,2,2,22,2,2,2,22,PLASMA
36,11,2,5,3.272727273,1,6,3.272727273,3,8,5.272727273,1,2,0,0.297520661,0.666666667,16,13,0,2,1.230769231,0,2,1.230769231,1,4,2.461538462,1,6,0,0.094674556,0.25,143,2,2.454545455,3,27,2,2.454545455,3,27,PLASMA
36,11,2,5,3.272727273,1,6,3.272727273,3,8,5.272727273,1,2,0,0.297520661,0.666666667,16,13,0,2,1.230769231,0,2,1.230769231,1,4,2.461538462,1,6,0,0.094674556,0.25,143,2,2.454545455,3,27,2,2.454545455,3,27,PLASMA
66,12,5,6,5.5,3,12,5.5,7,16,9.666666667,1,0,0,0.458333333,0.696969697,24,9,1,4,2.666666667,2,4,2.666666667,3,6,5.333333333,1,0,0,0.296296296,0.666666667,108,3,3,3,36,3,3,3,36,PLASMA
57,11,2,9,5.181818182,1,11,5.181818182,2,17,9,1,1,0,0.47107438,0.649122807,26,13,0,6,2,0,6,2,1,11,4,1,5,0,0.153846154,0.076923077,143,2,3,4,33,2,3,4,33,PLASMA
44,11,2,5,4,2,7,4,4,10,6.545454545,1,0,0,0.363636364,0.590909091,19,14,0,2,1.357142857,0,3,1.357142857,1,5,2.714285714,1,5,0,0.096938776,0,154,2,2.727272727,3,30,2,2.727272727,3,30,PLASMA
26,9,1,6,2.888888889,2,6,2.888888889,2,8,4.555555556,1,2,0,0.320987654,0.576923077,16,12,0,4,1.333333333,1,2,1.333333333,1,5,2.666666667,1,5,0,0.111111111,0.125,108,2,2.777777778,5,25,2,2.777777778,5,25,PLASMA
43,12,1,8,3.583333333,1,10,3.583333333,2,15,6,2,1,0,0.298611111,0.697674419,14,13,0,4,1.076923077,0,2,1.076923077,1,6,2.153846154,2,4,0,0.082840237,0.285714286,156,2,2.166666667,3,26,2,2.166666667,3,26,PLASMA
43,12,1,8,3.583333333,1,10,3.583333333,2,15,6,2,1,0,0.298611111,0.697674419,14,13,0,4,1.076923077,0,2,1.076923077,1,6,2.153846154,2,4,0,0.082840237,0.285714286,156,2,2.166666667,3,26,2,2.166666667,3,26,PLASMA
44,10,2,7,4.4,2,6,4.4,3,11,7.2,1,0,0,0.44,0.727272727,27,14,0,6,1.928571429,0,6,1.928571429,1,6,3.857142857,1,1,0,0.137755102,0,140,2,3.3,4,33,2,3.3,4,33,PLASMA
54,12,2,8,4.5,1,8,4.5,3,13,7.833333333,1,0,0,0.375,0.703703704,15,10,0,5,1.5,0,4,1.5,1,8,3,1,3,0,0.15,0.4,120,2,2.25,3,27,2,2.25,3,27,PLASMA
49,11,1,8,4.454545455,1,7,4.454545455,1,13,7.363636364,2,0,0,0.404958678,0.836734694,23,13,0,4,1.769230769,0,5,1.769230769,1,7,3.538461538,2,0,0,0.136094675,0.173913043,143,2,2.818181818,4,31,2,2.818181818,4,31,PLASMA
28,10,2,3,2.8,2,4,2.8,3,5,4.1,1,0,0,0.28,0.535714286,20,17,0,2,1.176470588,0,2,1.176470588,1,4,2.352941176,1,5,0,0.069204152,0,170,3,3,3,30,3,3,3,30,PLASMA
