SpeciesG_PD_Vertices,SpeciesG_PD_Edges,SpeciesG_PD_InDegreeMIN,SpeciesG_PD_InDegreeMEAN,SpeciesG_PD_InDegreeMAX,SpeciesG_PD_InDegreeSUM,SpeciesG_PD_OutDegreeMIN,SpeciesG_PD_OutDegreeMEAN,SpeciesG_PD_OutDegreeMAX,SpeciesG_PD_OutDegreeSUM,SpeciesG_PD_TotalDegreeMIN,SpeciesG_PD_TotalDegreeMEAN,SpeciesG_PD_TotalDegreeMAX,SpeciesG_PD_TotalDegreeSUM,SpeciesG_PD_Density,SpeciesG_PD_Reciprocity,SpeciesG_PD_WeakComponents,SpeciesG_PUD_UNDIRECTEDBiconnectedComponents,SpeciesG_PUD_UNDIRECTEDArticulationPoints,ReactionG_PD_Vertices,ReactionG_PD_Edges,ReactionG_PD_InDegreeMIN,ReactionG_PD_InDegreeMEAN,ReactionG_PD_InDegreeMAX,ReactionG_PD_InDegreeSUM,ReactionG_PD_OutDegreeMIN,ReactionG_PD_OutDegreeMEAN,ReactionG_PD_OutDegreeMAX,ReactionG_PD_OutDegreeSUM,ReactionG_PD_TotalDegreeMIN,ReactionG_PD_TotalDegreeMEAN,ReactionG_PD_TotalDegreeMAX,ReactionG_PD_TotalDegreeSUM,ReactionG_PD_Density,ReactionG_PD_Reciprocity,ReactionG_PD_WeakComponents,ReactionG_PUD_UNDIRECTEDBiconnectedComponents,ReactionG_PUD_UNDIRECTEDArticulationPoints,NG_NumOfNONConstantSpecies,NG_Species_X_Reactions,NG_UpdatesMIN,NG_UpdatesMEAN,NG_UpdatesMAX,NG_UpdatesSUM,SSA
155,933,1,6.019354839,35,933,3,6.019354839,26,933,4,12.03870968,61,1866,0.038834547,0.662379421,1,1,0,480,16313,3,33.98541667,108,16313,11,33.98541667,69,16313,13,66.65833333,170,31996,0.070802951,0.4351131,1,1,0,155,74400,2,2.94375,3,1413,pdm
32,62,0,1.9375,9,62,0,1.9375,7,62,1,3.875,10,124,0.060546875,0.129032258,1,7,5,30,155,1,5.166666667,9,155,2,5.166666667,9,155,3,8.9,15,267,0.172222222,0.703225806,1,2,1,32,960,2,2.833333333,5,85,odm
21,32,0,1.523809524,4,32,0,1.523809524,6,32,1,3.047619048,8,64,0.072562358,0.0625,1,12,6,15,68,3,4.533333333,8,68,2,4.533333333,9,68,4,7.733333333,15,116,0.302222222,0.764705882,1,2,1,21,315,2,2.8,4,42,pdm
41,36,0,0.87804878,2,36,0,0.87804878,2,36,1,1.756097561,4,72,0.021415824,0.222222222,11,2,1,36,89,1,2.472222222,4,89,1,2.472222222,4,89,2,3.944444444,7,142,0.06867284,0.719101124,11,1,0,41,1476,2,2,2,72,tl
44,43,0,0.977272727,1,43,0,0.977272727,43,43,1,1.954545455,43,86,0.022210744,0,1,43,1,43,1849,43,43,43,1849,43,43,43,1849,85,85,85,3655,1,1,1,1,0,44,1892,2,2,2,86,pdm
34,72,0,2.117647059,10,72,0,2.117647059,10,72,0,4.235294118,13,144,0.062283737,0.055555556,2,5,4,35,206,1,5.885714286,13,206,2,5.885714286,11,206,2,10.25714286,21,359,0.168163265,0.655339806,1,2,1,34,1190,2,2.8,4,98,pdm
4,5,0,1.25,2,5,1,1.25,2,5,1,2.5,3,10,0.3125,0.4,1,2,1,5,13,1,2.6,3,13,2,2.6,3,13,3,4.2,5,21,0.52,0.692307692,1,1,0,4,20,2,2,2,10,pdm
5,8,0,1.6,3,8,1,1.6,2,8,1,3.2,4,16,0.32,0.25,1,2,1,8,27,1,3.375,4,27,3,3.375,4,27,3,5.75,7,46,0.421875,0.592592593,1,1,0,5,40,2,2,2,16,tl
6,10,0,1.666666667,4,10,1,1.666666667,3,10,1,3.333333333,5,20,0.277777778,0.2,1,2,1,10,35,1,3.5,5,35,2,3.5,5,35,3,6,8,60,0.35,0.628571429,1,1,0,6,60,2,2,2,20,pdm
39,103,0,2.641025641,13,103,0,2.641025641,7,103,1,5.282051282,20,206,0.067718606,0.660194175,4,10,6,70,633,1,9.042857143,28,633,1,9.042857143,16,633,2,16.87142857,40,1181,0.129183673,0.579778831,4,1,0,39,2730,2,2.471428571,3,173,pdm
27,55,0,2.037037037,9,55,0,2.037037037,9,55,1,4.074074074,15,110,0.075445816,0.145454545,1,7,5,21,126,1,6,12,126,1,6,12,126,2,10.52380952,21,221,0.285714286,0.849206349,1,4,3,27,567,2,3.142857143,4,66,pdm
4,5,0,1.25,2,5,1,1.25,2,5,1,2.5,3,10,0.3125,0.4,1,2,1,5,13,1,2.6,3,13,2,2.6,3,13,3,4.2,5,21,0.52,0.692307692,1,1,0,4,20,2,2,2,10,pdm
20,50,1,2.5,4,50,1,2.5,4,50,3,5,8,100,0.125,0.52,1,1,0,20,133,2,6.65,12,133,4,6.65,9,133,6,11.6,17,232,0.3325,0.661654135,1,1,0,20,400,3,3.35,4,67,odm
24,66,1,2.75,6,66,1,2.75,6,66,3,5.5,12,132,0.114583333,0.545454545,1,1,0,26,212,2,8.153846154,16,212,4,8.153846154,11,212,6,14.61538462,23,380,0.313609467,0.641509434,1,1,0,24,624,3,3.384615385,4,88,odm
26,66,1,2.538461538,6,66,1,2.538461538,6,66,3,5.076923077,12,132,0.097633136,0.545454545,1,1,0,27,207,2,7.666666667,16,207,5,7.666666667,11,207,7,13.66666667,23,369,0.283950617,0.623188406,1,1,0,26,702,3,3.333333333,4,90,odm
28,81,0,2.892857143,7,81,1,2.892857143,7,81,3,5.785714286,14,162,0.103316327,0.518518519,1,1,0,32,285,2,8.90625,19,285,4,8.90625,13,285,6,16.09375,28,515,0.278320313,0.642105263,1,1,0,28,896,3,3.375,4,108,odm
38,111,0,2.921052632,9,111,1,2.921052632,9,111,3,5.842105263,18,222,0.076869806,0.486486486,1,1,0,45,441,2,9.8,23,441,5,9.8,16,441,7,17.86666667,34,804,0.217777778,0.62585034,1,1,0,38,1710,3,3.333333333,4,150,odm
179,442,0,2.469273743,13,442,0,2.469273743,13,442,1,4.938547486,24,884,0.013794825,0.416289593,1,14,12,225,2824,1,12.55111111,37,2824,2,12.55111111,23,2824,3,23.56444444,55,5302,0.055782716,0.601274788,1,3,2,179,40275,2,2.964444444,4,667,odm
17,22,0,1.294117647,2,22,0,1.294117647,2,22,1,2.588235294,4,44,0.076124567,0.272727273,4,2,1,16,46,1,2.875,5,46,1,2.875,3,46,1,4.5625,6,73,0.1796875,0.673913043,4,1,0,17,272,2,2.375,3,38,odm
119,243,0,2.042016807,7,243,0,2.042016807,12,243,1,4.084033613,14,486,0.017159805,0.12345679,1,36,35,151,1272,2,8.42384106,21,1272,1,8.42384106,26,1272,2,15.37086093,44,2321,0.055787027,0.777515723,1,9,8,119,17969,2,2.609271523,3,394,sdm
48,89,0,1.854166667,8,89,0,1.854166667,12,89,1,3.708333333,17,178,0.038628472,0.112359551,1,12,11,48,276,1,5.75,14,276,1,5.75,17,276,1,10.16666667,29,488,0.119791667,0.724637681,2,5,4,48,2304,2,2.666666667,4,128,pdm
95,225,0,2.368421053,8,225,0,2.368421053,8,225,1,4.736842105,12,450,0.024930748,0.231111111,1,7,6,125,867,1,6.936,18,867,2,6.936,14,867,3,12.44,30,1555,0.055488,0.637831603,1,2,1,95,11875,2,2.8,3,350,pdm
4,5,0,1.25,3,5,0,1.25,3,5,1,2.5,4,10,0.3125,0,1,3,2,5,17,1,3.4,4,17,1,3.4,4,17,4,5.8,7,29,0.68,0.647058824,1,1,0,4,20,2,2,2,10,pdm
56,82,0,1.464285714,5,82,0,1.464285714,4,82,1,2.928571429,8,164,0.026147959,0.219512195,4,19,11,58,246,2,4.24137931,12,246,1,4.24137931,8,246,2,7.224137931,18,419,0.073127229,0.605691057,4,4,3,56,3248,2,2.413793103,3,140,odm
6,4,0,0.666666667,1,4,0,0.666666667,1,4,1,1.333333333,2,8,0.111111111,0,2,2,1,4,6,1,1.5,2,6,1,1.5,2,6,2,2,2,8,0.375,0.666666667,2,1,0,6,24,2,2,2,8,tl
24,52,0,2.166666667,9,52,0,2.166666667,9,52,1,4.333333333,15,104,0.090277778,0.153846154,1,4,3,19,122,1,6.421052632,12,122,2,6.421052632,12,122,2,11.31578947,21,215,0.337950139,0.860655738,1,2,1,24,456,2,3.210526316,4,61,pdm
24,52,0,2.166666667,9,52,0,2.166666667,9,52,1,4.333333333,15,104,0.090277778,0.153846154,1,4,3,19,122,1,6.421052632,12,122,2,6.421052632,12,122,2,11.31578947,21,215,0.337950139,0.860655738,1,2,1,24,456,2,3.210526316,4,61,pdm
9,28,0,3.111111111,12,28,2,3.111111111,8,28,4,6,14,54,0.345679012,0.357142857,1,4,2,28,212,4,7.571428571,14,212,4,7.571428571,12,212,7,14.07142857,23,394,0.270408163,0.660377358,1,1,0,9,252,2,2,2,56,pdm
436,1336,1,3.064220183,288,1336,0,3.064220183,288,1336,1,6.128440367,289,2672,0.007028028,0.010479042,1,9,8,850,25113,2,29.54470588,153,25113,2,29.54470588,153,25113,4,57.89882353,304,49214,0.034758478,0.930991917,1,1,0,436,370600,2,2.381176471,4,2024,pdm
872,2872,1,3.293577982,288,2872,0,3.293577982,288,2872,1,6.587155963,289,5744,0.003777039,0.009749304,1,17,16,1750,51786,2,29.592,156,51786,2,29.592,160,51786,4,57.97028571,314,101448,0.016909714,0.923415595,1,1,0,872,1526000,2,2.427428571,4,4248,pdm
29,47,0,1.620689655,9,47,0,1.620689655,5,47,1,3.24137931,14,94,0.05588585,0.553191489,5,1,0,39,229,1,5.871794872,21,229,1,5.871794872,12,229,1,10.64102564,31,415,0.150558843,0.668122271,5,0,0,29,1131,2,2.205128205,3,86,pdm
17,20,0,1.176470588,3,20,0,1.176470588,2,20,1,2.352941176,4,40,0.069204152,0.3,1,15,9,11,36,2,3.272727273,5,36,2,3.272727273,4,36,3,5,7,55,0.297520661,0.805555556,1,7,6,17,187,2,2.818181818,3,31,odm
8,11,0,1.375,4,11,0,1.375,3,11,1,2.75,7,22,0.171875,0.181818182,1,5,2,6,24,2,4,6,24,3,4,5,24,4,6.5,8,39,0.666666667,0.625,1,1,0,8,48,2,2.833333333,3,17,ldm
14,20,0,1.428571429,3,20,0,1.428571429,4,20,1,2.857142857,5,40,0.102040816,0.4,1,10,6,10,43,2,4.3,7,43,2,4.3,6,43,3,7.1,11,71,0.43,0.813953488,1,3,2,14,140,2,3,4,30,sdm
12,13,0,1.083333333,2,13,0,1.083333333,2,13,1,2.166666667,4,26,0.090277778,0,1,4,2,8,21,2,2.625,4,21,2,2.625,4,21,3,3.875,6,31,0.328125,0.619047619,1,1,0,12,96,2,2.625,3,21,pdm
8,8,0,1,2,8,0,1,2,8,1,2,3,16,0.125,0,1,4,3,5,11,2,2.2,3,11,2,2.2,3,11,3,3.2,4,16,0.44,0.545454545,1,1,0,8,40,2,2.6,3,13,odm
23,38,0,1.652173913,10,38,0,1.652173913,9,38,2,3.304347826,10,76,0.071833648,0.421052632,5,2,1,31,123,2,3.967741935,8,123,1,3.967741935,9,123,2,6.806451613,14,211,0.127991675,0.821138211,5,5,4,23,713,2,2.225806452,3,69,sdm
13,23,0,1.769230769,5,23,0,1.769230769,4,23,1,3.538461538,7,46,0.136094675,0.173913043,2,1,0,11,49,1,4.454545455,7,49,1,4.454545455,8,49,1,7.363636364,13,81,0.404958678,0.836734694,2,0,0,13,143,2,2.818181818,4,31,odm
6,4,0,0.666666667,1,4,0,0.666666667,1,4,1,1.333333333,2,8,0.111111111,0,2,2,1,4,6,1,1.5,2,6,1,1.5,2,6,2,2,2,8,0.375,0.666666667,2,1,0,6,24,2,2,2,8,pdm
7,8,0,1.142857143,2,8,0,1.142857143,2,8,1,2.285714286,4,16,0.163265306,0.25,2,2,1,6,16,1,2.666666667,5,16,1,2.666666667,3,16,1,4.166666667,6,25,0.444444444,0.6875,2,1,0,7,42,2,2.333333333,3,14,odm
9,24,2,2.666666667,4,24,1,2.666666667,4,24,3,5.333333333,6,48,0.296296296,0.666666667,1,1,0,12,66,3,5.5,12,66,5,5.5,6,66,7,9.666666667,16,116,0.458333333,0.696969697,1,1,0,9,108,3,3,3,36,odm
14,36,2,2.571428571,6,36,1,2.571428571,4,36,3,5.142857143,9,72,0.183673469,0.666666667,1,4,3,18,102,3,5.666666667,15,102,4,5.666666667,7,102,6,10,20,180,0.314814815,0.68627451,1,1,0,14,252,3,3,3,54,odm
5,5,0,1,2,5,0,1,2,5,1,2,3,10,0.2,0,1,3,2,3,7,2,2.333333333,3,7,2,2.333333333,3,7,3,3.333333333,4,10,0.777777778,0.571428571,1,1,0,5,15,2,2.666666667,3,8,odm
19,78,0,4.105263158,18,78,0,4.105263158,12,78,2,8.210526316,26,156,0.216066482,0.153846154,1,3,2,28,336,4,12,18,336,6,12,16,336,9,22.35714286,30,626,0.428571429,0.678571429,1,1,0,19,532,2,3.214285714,4,90,pdm
28,72,0,2.571428571,8,72,0,2.571428571,12,72,1,5,16,140,0.091836735,0.194444444,1,5,4,32,355,2,11.09375,19,355,2,11.09375,21,355,3,20.1875,37,646,0.346679688,0.861971831,1,2,1,28,896,2,3.0625,4,98,pdm
62,77,0,1.241935484,7,77,0,1.241935484,5,77,1,2.483870968,9,154,0.020031217,0.285714286,10,13,7,56,178,1,3.178571429,9,178,1,3.178571429,7,178,1,5.160714286,13,289,0.056760204,0.702247191,10,4,3,62,3472,2,2.339285714,4,131,odm
9,6,0,0.666666667,1,6,0,0.666666667,1,6,1,1.333333333,2,12,0.074074074,0,3,2,1,6,9,1,1.5,2,9,1,1.5,2,9,2,2,2,12,0.25,0.666666667,3,1,0,9,54,2,2,2,12,pdm
38,19,0,0.5,1,19,0,0.5,1,19,1,1,1,38,0.013157895,0,19,1,0,19,19,1,1,1,19,1,1,1,19,1,1,1,19,0.052631579,1,19,0,0,38,722,2,2,2,38,odm
40,20,0,0.5,1,20,0,0.5,1,20,1,1,1,40,0.0125,0,20,1,0,20,20,1,1,1,20,1,1,1,20,1,1,1,20,0.05,1,20,0,0,40,800,2,2,2,40,sdm
14,7,0,0.5,1,7,0,0.5,1,7,1,1,1,14,0.035714286,0,7,1,0,7,7,1,1,1,7,1,1,1,7,1,1,1,7,0.142857143,1,7,0,0,14,98,2,2,2,14,odm
30,47,0,1.566666667,5,47,0,1.566666667,7,47,1,2.9,10,87,0.052222222,0.191489362,1,17,10,25,90,1,3.6,8,90,1,3.6,9,90,2,5.76,14,144,0.144,0.644444444,1,9,7,30,750,2,2.6,5,65,odm
11,8,0,0.727272727,1,8,0,0.727272727,2,8,1,1.454545455,3,16,0.066115702,0,3,4,2,8,15,1,1.875,3,15,1,1.875,3,15,2,2.75,5,22,0.234375,0.666666667,3,2,1,11,88,2,2,2,16,odm
48,97,0,2.020833333,8,97,0,2.020833333,9,97,1,3.958333333,17,190,0.042100694,0.453608247,1,21,12,69,525,2,7.608695652,22,525,2,7.608695652,16,525,4,13.86956522,36,957,0.110270951,0.672380952,1,5,4,48,3312,2,2.405797101,3,166,pdm
13,22,1,1.692307692,3,22,1,1.692307692,4,22,2,3.384615385,6,44,0.130177515,0.909090909,3,5,3,16,68,2,4.25,6,68,3,4.25,5,68,4,7.3125,10,117,0.265625,0.808823529,3,1,0,13,208,2,2.375,3,38,odm
91,174,0,1.912087912,5,174,0,1.912087912,8,174,1,3.824175824,13,348,0.021011955,0.333333333,1,17,12,99,635,2,6.414141414,18,635,1,6.414141414,12,635,2,11.36363636,28,1125,0.064789307,0.681889764,1,7,5,91,9009,2,2.757575758,3,273,odm
64,121,0,1.890625,5,121,0,1.890625,5,121,1,3.78125,9,242,0.029541016,0.363636364,1,7,6,65,389,2,5.984615385,14,389,1,5.984615385,10,389,2,10.44615385,20,679,0.092071006,0.706940874,1,3,2,64,4160,2,2.861538462,3,186,sdm
73,144,0,1.97260274,5,144,0,1.97260274,7,144,1,3.945205479,12,288,0.027021955,0.347222222,1,8,6,82,527,2,6.426829268,17,527,1,6.426829268,11,527,2,11.40243902,26,935,0.078375967,0.681214421,1,3,2,73,5986,2,2.756097561,3,226,odm
28,42,0,1.5,4,42,0,1.5,6,42,1,3,7,84,0.053571429,0.19047619,2,6,5,23,120,1,5.217391304,11,120,3,5.217391304,9,120,4,8.826086957,18,203,0.2268431,0.741666667,2,1,0,28,644,2,2.826086957,4,65,odm
81,150,0,1.851851852,5,150,0,1.851851852,5,150,1,3.703703704,9,300,0.022862369,0.346666667,1,16,12,81,478,2,5.901234568,15,478,1,5.901234568,10,478,2,10.27160494,21,832,0.072854748,0.69874477,1,7,5,81,6561,2,2.851851852,3,231,sdm
28,42,0,1.5,4,42,0,1.5,6,42,1,3,7,84,0.053571429,0.19047619,2,6,5,23,120,1,5.217391304,11,120,3,5.217391304,9,120,4,8.826086957,18,203,0.2268431,0.741666667,2,1,0,28,644,2,2.826086957,4,65,odm
14,16,0,1.142857143,2,16,0,1.142857143,4,16,1,2.285714286,5,32,0.081632653,0,1,6,4,10,48,2,4.8,7,48,1,4.8,8,48,2,8,12,80,0.48,0.875,1,3,2,14,140,2,2.6,3,26,sdm
49,101,0,2.06122449,6,101,0,2.06122449,6,101,1,4.12244898,12,202,0.042065806,0.356435644,1,3,2,51,348,2,6.823529412,18,348,3,6.823529412,12,348,5,12.05882353,27,615,0.133794694,0.692528736,1,1,0,49,2499,2,2.980392157,4,152,sdm
188,370,0,1.968085106,6,370,0,1.968085106,12,370,1,3.936170213,13,740,0.010468538,0.313513514,1,20,17,196,1438,2,7.336734694,18,1438,1,7.336734694,20,1438,2,13.12755102,33,2573,0.03743232,0.710013908,1,4,3,188,36848,2,2.887755102,4,566,sdm
59,109,0,1.847457627,4,109,0,1.847457627,4,109,1,3.694915254,8,218,0.031312841,0.403669725,1,11,8,58,325,2,5.603448276,14,325,2,5.603448276,8,325,4,9.706896552,20,563,0.096611177,0.673846154,1,2,1,59,3422,2,2.879310345,3,167,sdm
266,713,0,2.680451128,40,713,0,2.680451128,38,713,1,5.360902256,78,1426,0.010076884,0.437587658,3,15,12,362,11055,1,30.53867403,88,11055,1,30.53867403,46,11055,1,59.56906077,131,21564,0.084360978,0.532247852,3,2,1,266,96292,2,2.96961326,4,1075,pdm
268,718,0,2.679104478,40,718,0,2.679104478,38,718,1,5.358208955,78,1436,0.009996658,0.43454039,3,16,13,367,11094,1,30.22888283,88,11094,1,30.22888283,46,11094,1,58.95640327,131,21637,0.082367528,0.532990806,3,2,1,268,98356,2,2.95640327,4,1085,pdm
16,31,1,1.9375,4,31,1,1.9375,4,31,2,3.875,8,62,0.12109375,0.387096774,1,1,0,17,89,2,5.235294118,12,89,2,5.235294118,7,89,4,9.058823529,17,154,0.307958478,0.651685393,1,1,0,16,272,2,2.823529412,3,48,sdm
79,176,0,2.227848101,6,176,0,2.227848101,6,176,1,4.455696203,12,352,0.028200609,0.386363636,2,7,6,90,671,1,7.455555556,19,671,1,7.455555556,12,671,1,13.36666667,28,1203,0.082839506,0.651266766,2,2,1,79,7110,2,2.955555556,3,266,odm
108,224,0,2.074074074,6,224,0,2.074074074,9,224,1,4.148148148,12,448,0.01920439,0.357142857,3,15,13,117,880,1,7.521367521,19,880,1,7.521367521,12,880,1,13.51282051,28,1581,0.064285192,0.673863636,3,3,2,108,12636,2,2.914529915,3,341,sdm
270,726,0,2.688888889,40,726,0,2.688888889,38,726,1,5.377777778,78,1452,0.009958848,0.435261708,3,16,13,371,11144,1,30.03773585,88,11144,1,30.03773585,46,11144,1,58.57412399,131,21731,0.080964248,0.533111989,3,2,1,270,100170,2,2.956873315,4,1097,pdm
271,726,0,2.67896679,40,726,0,2.67896679,38,726,1,5.357933579,78,1452,0.009885486,0.435261708,3,16,13,371,10484,1,28.25876011,88,10484,1,28.25876011,46,10484,1,55.01617251,131,20411,0.076169165,0.53519649,3,2,1,271,100541,2,2.956873315,4,1097,pdm
5,4,0,0.8,2,4,0,0.8,2,4,1,1.6,4,8,0.16,0,1,4,1,2,4,2,2,2,4,1,2,3,4,2,2.5,3,5,1,0.75,1,1,0,5,10,3,3,3,6,sdm
5,4,0,0.8,2,4,0,0.8,2,4,1,1.6,4,8,0.16,0,1,4,1,2,4,2,2,2,4,1,2,3,4,2,2.5,3,5,1,0.75,1,1,0,5,10,3,3,3,6,odm
5,4,0,0.8,2,4,0,0.8,2,4,1,1.6,4,8,0.16,0,1,4,1,2,4,2,2,2,4,1,2,3,4,2,2.5,3,5,1,0.75,1,1,0,5,10,3,3,3,6,ldm
5,4,0,0.8,2,4,0,0.8,2,4,1,1.6,4,8,0.16,0,1,4,1,2,4,2,2,2,4,1,2,3,4,2,2.5,3,5,1,0.75,1,1,0,5,10,3,3,3,6,odm
196,385,0,1.964285714,6,385,0,1.964285714,13,385,1,3.928571429,14,770,0.010021866,0.322077922,1,27,21,204,1492,1,7.31372549,18,1492,1,7.31372549,21,1492,2,13.08823529,36,2670,0.035851596,0.707774799,1,6,5,196,39984,2,2.887254902,4,589,odm
200,386,0,1.93,6,386,0,1.93,13,386,1,3.86,14,772,0.00965,0.321243523,1,29,23,206,1485,1,7.208737864,18,1485,1,7.208737864,21,1485,2,12.88834951,36,2655,0.034993873,0.71043771,1,6,5,200,41200,2,2.873786408,4,592,sdm
192,381,0,1.984375,6,381,0,1.984375,12,381,1,3.96875,13,762,0.010335286,0.31496063,1,21,18,202,1497,1,7.410891089,18,1497,1,7.410891089,20,1497,2,13.27722772,34,2682,0.03668758,0.701402806,1,4,3,192,38784,2,2.886138614,4,583,odm
75,148,0,1.973333333,5,148,0,1.973333333,6,148,1,3.946666667,9,296,0.026311111,0.351351351,1,7,6,79,513,1,6.493670886,15,513,1,6.493670886,13,513,2,11.44303797,22,904,0.082198366,0.69785575,1,3,2,75,5925,2,2.873417722,3,227,odm
64,118,0,1.84375,4,118,0,1.84375,5,118,1,3.6875,8,236,0.028808594,0.372881356,1,17,11,63,364,1,5.777777778,15,364,1,5.777777778,9,364,2,10.03174603,21,632,0.091710758,0.681318681,1,8,7,64,4032,2,2.873015873,3,181,sdm
37,56,0,1.513513514,5,56,0,1.513513514,3,56,1,3.027027027,7,112,0.040905771,0.392857143,1,14,12,29,120,2,4.137931034,11,120,2,4.137931034,6,120,3,6.724137931,15,195,0.142687277,0.725,1,3,2,37,1073,2,2.931034483,3,85,sdm
7,8,0,1.142857143,2,8,0,1.142857143,2,8,1,2.285714286,3,16,0.163265306,0,2,1,0,8,20,2,2.5,3,20,1,2.5,3,20,3,4,5,32,0.3125,0.6,2,1,0,7,56,2,2,2,16,tl
